func_type,substrate,focal_strain,solution,species,metabolite,flux
facilitation,3pg,E3R18,31,D3R19,co2,1
facilitation,3pg,E3R18,31,E3R18,co2,-1
facilitation,3pg,E3R18,31,D3R19,etha,1
facilitation,3pg,E3R18,31,D2M19,etoh,1
facilitation,3pg,E3R18,31,D3R19,etoh,-1
facilitation,3pg,E3R18,31,E3R18,etoh,-1
facilitation,3pg,E3R18,31,D3R19,g3pe,-1
facilitation,3pg,E3R18,31,E3R18,g3pe,1
facilitation,3pg,E3R18,31,D2M19,glu__L,-1
facilitation,3pg,E3R18,31,D3R19,glu__L,-1
facilitation,3pg,E3R18,31,E3R18,glu__L,1
facilitation,3pg,E3R18,31,D3R19,gly,-1
facilitation,3pg,E3R18,31,E3R18,gly,1
facilitation,3pg,E3R18,31,D3R19,gthox,1
facilitation,3pg,E3R18,31,E3R18,gthox,-1
facilitation,3pg,E3R18,31,D3R19,gthrd,-1
facilitation,3pg,E3R18,31,E3R18,gthrd,1
facilitation,3pg,E3R18,31,D3R19,h2o2,-1
facilitation,3pg,E3R18,31,E3R18,h2o2,1
facilitation,3pg,E3R18,31,D2M19,h2s,1
facilitation,3pg,E3R18,31,D3R19,h2s,-1
facilitation,3pg,E3R18,31,E3R18,h2s,-1
facilitation,3pg,E3R18,31,D2M19,his__L,-1
facilitation,3pg,E3R18,31,E3R18,his__L,1
facilitation,3pg,E3R18,31,D2M19,ile__L,1
facilitation,3pg,E3R18,31,E3R18,ile__L,-1
facilitation,3pg,E3R18,31,D2M19,indole,-1
facilitation,3pg,E3R18,31,D3R19,indole,1
facilitation,3pg,E3R18,31,D2M19,pro__L,1
facilitation,3pg,E3R18,31,D3R19,pro__L,-1
facilitation,3pg,E3R18,31,E3R18,pro__L,-1
facilitation,3pg,E3R18,31,D3R19,pyr,-1
facilitation,3pg,E3R18,31,E3R18,pyr,1
facilitation,3pg,E3R18,31,D2M19,rib__D,-1
facilitation,3pg,E3R18,31,D3R19,rib__D,1
facilitation,3pg,E3R18,31,D3R19,ser__D,1
facilitation,3pg,E3R18,31,E3R18,ser__D,-1
facilitation,3pg,E3R18,31,D2M19,val__L,1
facilitation,3pg,E3R18,31,D3R19,val__L,-1
facilitation,3pg,E3R18,32,E3R18,3pg,-1
facilitation,3pg,E3R18,32,A1R12,LalaDgluMdap,-1
facilitation,3pg,E3R18,32,B2M06,LalaDgluMdap,1
facilitation,3pg,E3R18,32,A1R12,ac,1
facilitation,3pg,E3R18,32,E3R18,ac,-1
facilitation,3pg,E3R18,32,A1R12,acald,-1
facilitation,3pg,E3R18,32,E3R18,acald,1
facilitation,3pg,E3R18,32,A1R12,ala__D,-1
facilitation,3pg,E3R18,32,B2M06,ala__D,1
facilitation,3pg,E3R18,32,A1R12,ala__L,1
facilitation,3pg,E3R18,32,B2M06,ala__L,-1
facilitation,3pg,E3R18,32,E3R18,ala__L,1
facilitation,3pg,E3R18,32,A1R12,asp__L,-1
facilitation,3pg,E3R18,32,B2M06,asp__L,-1
facilitation,3pg,E3R18,32,E3R18,asp__L,1
facilitation,3pg,E3R18,32,A1R12,co2,1
facilitation,3pg,E3R18,32,B2M06,co2,1
facilitation,3pg,E3R18,32,E3R18,co2,-1
facilitation,3pg,E3R18,32,A1R12,etoh,1
facilitation,3pg,E3R18,32,B2M06,etoh,-1
facilitation,3pg,E3R18,32,E3R18,etoh,-1
facilitation,3pg,E3R18,32,A1R12,glu__L,-1
facilitation,3pg,E3R18,32,B2M06,glu__L,1
facilitation,3pg,E3R18,32,E3R18,glu__L,-1
facilitation,3pg,E3R18,32,A1R12,gly,-1
facilitation,3pg,E3R18,32,B2M06,gly,1
facilitation,3pg,E3R18,32,E3R18,gly,-1
facilitation,3pg,E3R18,32,A1R12,gthox,1
facilitation,3pg,E3R18,32,E3R18,gthox,-1
facilitation,3pg,E3R18,32,A1R12,gthrd,-1
facilitation,3pg,E3R18,32,E3R18,gthrd,1
facilitation,3pg,E3R18,32,A1R12,h2o2,-1
facilitation,3pg,E3R18,32,E3R18,h2o2,1
facilitation,3pg,E3R18,32,A1R12,h2s,-1
facilitation,3pg,E3R18,32,B2M06,h2s,-1
facilitation,3pg,E3R18,32,E3R18,h2s,1
facilitation,3pg,E3R18,32,A1R12,his__L,-1
facilitation,3pg,E3R18,32,E3R18,his__L,1
facilitation,3pg,E3R18,32,A1R12,ile__L,1
facilitation,3pg,E3R18,32,B2M06,ile__L,-1
facilitation,3pg,E3R18,32,A1R12,leu__L,-1
facilitation,3pg,E3R18,32,B2M06,leu__L,1
facilitation,3pg,E3R18,32,A1R12,lys__L,-1
facilitation,3pg,E3R18,32,B2M06,lys__L,1
facilitation,3pg,E3R18,32,B2M06,pro__L,1
facilitation,3pg,E3R18,32,E3R18,pro__L,-1
facilitation,3pg,E3R18,32,A1R12,pyr,1
facilitation,3pg,E3R18,32,E3R18,pyr,-1
facilitation,3pg,E3R18,32,B2M06,ser__D,-1
facilitation,3pg,E3R18,32,E3R18,ser__D,1
facilitation,3pg,E3R18,32,A1R12,val__L,1
facilitation,3pg,E3R18,32,B2M06,val__L,-1
facilitation,3pg,E3R18,33,E3R18,3pg,-1
facilitation,3pg,E3R18,33,E3R18,ac,-1
facilitation,3pg,E3R18,33,F3M07,ac,1
facilitation,3pg,E3R18,33,G3M19,ac,1
facilitation,3pg,E3R18,33,E3R18,acald,1
facilitation,3pg,E3R18,33,F3M07,acald,-1
facilitation,3pg,E3R18,33,G3M19,acald,1
facilitation,3pg,E3R18,33,F3M07,ade,1
facilitation,3pg,E3R18,33,G3M19,ade,-1
facilitation,3pg,E3R18,33,E3R18,ala__D,-1
facilitation,3pg,E3R18,33,F3M07,ala__D,1
facilitation,3pg,E3R18,33,E3R18,ala__L,1
facilitation,3pg,E3R18,33,F3M07,ala__L,-1
facilitation,3pg,E3R18,33,F3M07,arg__L,-1
facilitation,3pg,E3R18,33,G3M19,arg__L,1
facilitation,3pg,E3R18,33,E3R18,asp__L,1
facilitation,3pg,E3R18,33,F3M07,asp__L,-1
facilitation,3pg,E3R18,33,E3R18,co2,-1
facilitation,3pg,E3R18,33,F3M07,co2,1
facilitation,3pg,E3R18,33,G3M19,co2,1
facilitation,3pg,E3R18,33,E3R18,etoh,-1
facilitation,3pg,E3R18,33,F3M07,etoh,1
facilitation,3pg,E3R18,33,G3M19,etoh,-1
facilitation,3pg,E3R18,33,E3R18,glu__L,1
facilitation,3pg,E3R18,33,F3M07,glu__L,-1
facilitation,3pg,E3R18,33,E3R18,gly,1
facilitation,3pg,E3R18,33,F3M07,gly,-1
facilitation,3pg,E3R18,33,E3R18,h2s,-1
facilitation,3pg,E3R18,33,F3M07,h2s,-1
facilitation,3pg,E3R18,33,G3M19,h2s,1
facilitation,3pg,E3R18,33,E3R18,lys__L,-1
facilitation,3pg,E3R18,33,F3M07,lys__L,-1
facilitation,3pg,E3R18,33,G3M19,lys__L,1
facilitation,3pg,E3R18,33,E3R18,pro__L,-1
facilitation,3pg,E3R18,33,F3M07,pro__L,1
facilitation,3pg,E3R18,33,E3R18,pyr,-1
facilitation,3pg,E3R18,33,F3M07,pyr,1
facilitation,3pg,E3R18,33,G3M19,pyr,-1
facilitation,3pg,E3R18,33,E3R18,rib__D,-1
facilitation,3pg,E3R18,33,G3M19,rib__D,1
facilitation,3pg,E3R18,33,E3R18,ser__D,-1
facilitation,3pg,E3R18,33,F3M07,ser__D,1
facilitation,3pg,E3R18,33,F3M07,val__L,-1
facilitation,3pg,E3R18,33,G3M19,val__L,1
facilitation,3pg,E3R18,34,E3R18,3pg,-1
facilitation,3pg,E3R18,34,C3M06,ac,1
facilitation,3pg,E3R18,34,D2M19,ac,1
facilitation,3pg,E3R18,34,E3R18,ac,-1
facilitation,3pg,E3R18,34,C3M06,acald,-1
facilitation,3pg,E3R18,34,D2M19,acald,1
facilitation,3pg,E3R18,34,E3R18,acald,1
facilitation,3pg,E3R18,34,C3M06,ala__L,-1
facilitation,3pg,E3R18,34,D2M19,ala__L,-1
facilitation,3pg,E3R18,34,E3R18,ala__L,1
facilitation,3pg,E3R18,34,C3M06,asp__L,1
facilitation,3pg,E3R18,34,D2M19,asp__L,-1
facilitation,3pg,E3R18,34,E3R18,asp__L,-1
facilitation,3pg,E3R18,34,C3M06,cgly,-1
facilitation,3pg,E3R18,34,D2M19,cgly,1
facilitation,3pg,E3R18,34,C3M06,co2,-1
facilitation,3pg,E3R18,34,D2M19,co2,-1
facilitation,3pg,E3R18,34,E3R18,co2,1
facilitation,3pg,E3R18,34,C3M06,etoh,1
facilitation,3pg,E3R18,34,D2M19,etoh,-1
facilitation,3pg,E3R18,34,E3R18,etoh,-1
facilitation,3pg,E3R18,34,C3M06,fum,-1
facilitation,3pg,E3R18,34,D2M19,fum,1
facilitation,3pg,E3R18,34,C3M06,glu__L,-1
facilitation,3pg,E3R18,34,D2M19,glu__L,1
facilitation,3pg,E3R18,34,E3R18,glu__L,1
facilitation,3pg,E3R18,34,D2M19,gthox,1
facilitation,3pg,E3R18,34,E3R18,gthox,-1
facilitation,3pg,E3R18,34,C3M06,gthrd,1
facilitation,3pg,E3R18,34,D2M19,gthrd,-1
facilitation,3pg,E3R18,34,E3R18,gthrd,1
facilitation,3pg,E3R18,34,D2M19,h2o2,-1
facilitation,3pg,E3R18,34,E3R18,h2o2,1
facilitation,3pg,E3R18,34,C3M06,h2s,-1
facilitation,3pg,E3R18,34,D2M19,h2s,1
facilitation,3pg,E3R18,34,E3R18,h2s,-1
facilitation,3pg,E3R18,34,D2M19,his__L,-1
facilitation,3pg,E3R18,34,E3R18,his__L,1
facilitation,3pg,E3R18,34,D2M19,ile__L,1
facilitation,3pg,E3R18,34,E3R18,ile__L,-1
facilitation,3pg,E3R18,34,C3M06,mal__L,1
facilitation,3pg,E3R18,34,D2M19,mal__L,-1
facilitation,3pg,E3R18,34,D2M19,pro__L,1
facilitation,3pg,E3R18,34,E3R18,pro__L,-1
facilitation,3pg,E3R18,34,C3M06,pyr,1
facilitation,3pg,E3R18,34,D2M19,pyr,1
