func_type,substrate,focal_strain,solution,species,metabolite,flux
selection,rib__D,A1R12,31,A1R12,asp__L,-1
selection,rib__D,A1R12,31,D3R19,asp__L,1
selection,rib__D,A1R12,31,F3M07,asp__L,-1
selection,rib__D,A1R12,31,A1R12,co2,1
selection,rib__D,A1R12,31,D3R19,co2,-1
selection,rib__D,A1R12,31,F3M07,co2,1
selection,rib__D,A1R12,31,D3R19,etha,1
selection,rib__D,A1R12,31,A1R12,etoh,-1
selection,rib__D,A1R12,31,D3R19,etoh,1
selection,rib__D,A1R12,31,F3M07,etoh,1
selection,rib__D,A1R12,31,D3R19,g3pe,-1
selection,rib__D,A1R12,31,F3M07,g3pe,1
selection,rib__D,A1R12,31,A1R12,glu__L,-1
selection,rib__D,A1R12,31,D3R19,glu__L,-1
selection,rib__D,A1R12,31,F3M07,glu__L,1
selection,rib__D,A1R12,31,A1R12,gly,-1
selection,rib__D,A1R12,31,D3R19,gly,1
selection,rib__D,A1R12,31,F3M07,gly,-1
selection,rib__D,A1R12,31,A1R12,gthox,1
selection,rib__D,A1R12,31,D3R19,gthox,-1
selection,rib__D,A1R12,31,A1R12,gthrd,-1
selection,rib__D,A1R12,31,D3R19,gthrd,1
selection,rib__D,A1R12,31,A1R12,h2o2,-1
selection,rib__D,A1R12,31,D3R19,h2o2,1
selection,rib__D,A1R12,31,A1R12,h2s,-1
selection,rib__D,A1R12,31,D3R19,h2s,1
selection,rib__D,A1R12,31,F3M07,h2s,-1
selection,rib__D,A1R12,31,A1R12,pyr,-1
selection,rib__D,A1R12,31,D3R19,pyr,1
selection,rib__D,A1R12,31,F3M07,rib__D,-1
selection,rib__D,A1R12,31,D3R19,ser__D,-1
selection,rib__D,A1R12,31,F3M07,ser__D,1
selection,rib__D,A1R12,31,A1R12,thr__L,-1
selection,rib__D,A1R12,31,F3M07,thr__L,1
selection,rib__D,A1R12,31,A1R12,val__L,-1
selection,rib__D,A1R12,31,D3R19,val__L,1
selection,rib__D,A1R12,32,A1R12,ac,1
selection,rib__D,A1R12,32,F3R08,ac,-1
selection,rib__D,A1R12,32,I2R16,ac,1
selection,rib__D,A1R12,32,A1R12,acald,-1
selection,rib__D,A1R12,32,F3R08,acald,1
selection,rib__D,A1R12,32,I2R16,acald,1
selection,rib__D,A1R12,32,F3R08,ade,1
selection,rib__D,A1R12,32,I2R16,ade,-1
selection,rib__D,A1R12,32,A1R12,ala__D,-1
selection,rib__D,A1R12,32,I2R16,ala__D,1
selection,rib__D,A1R12,32,A1R12,ala__L,1
selection,rib__D,A1R12,32,F3R08,ala__L,-1
selection,rib__D,A1R12,32,I2R16,ala__L,1
selection,rib__D,A1R12,32,A1R12,asp__L,-1
selection,rib__D,A1R12,32,F3R08,asp__L,1
selection,rib__D,A1R12,32,I2R16,asp__L,-1
selection,rib__D,A1R12,32,A1R12,co2,1
selection,rib__D,A1R12,32,F3R08,co2,-1
selection,rib__D,A1R12,32,I2R16,co2,1
selection,rib__D,A1R12,32,A1R12,etoh,1
selection,rib__D,A1R12,32,F3R08,etoh,1
selection,rib__D,A1R12,32,I2R16,etoh,-1
selection,rib__D,A1R12,32,A1R12,glu__L,-1
selection,rib__D,A1R12,32,F3R08,glu__L,-1
selection,rib__D,A1R12,32,I2R16,glu__L,1
selection,rib__D,A1R12,32,A1R12,gly,-1
selection,rib__D,A1R12,32,I2R16,gly,1
selection,rib__D,A1R12,32,A1R12,gthox,1
selection,rib__D,A1R12,32,F3R08,gthox,-1
selection,rib__D,A1R12,32,I2R16,gthox,1
selection,rib__D,A1R12,32,A1R12,gthrd,-1
selection,rib__D,A1R12,32,F3R08,gthrd,1
selection,rib__D,A1R12,32,I2R16,gthrd,-1
selection,rib__D,A1R12,32,A1R12,h2o2,-1
selection,rib__D,A1R12,32,F3R08,h2o2,1
selection,rib__D,A1R12,32,I2R16,h2o2,-1
selection,rib__D,A1R12,32,A1R12,h2s,-1
selection,rib__D,A1R12,32,F3R08,h2s,1
selection,rib__D,A1R12,32,I2R16,h2s,-1
selection,rib__D,A1R12,32,A1R12,ile__L,-1
selection,rib__D,A1R12,32,F3R08,ile__L,1
selection,rib__D,A1R12,32,I2R16,ile__L,-1
selection,rib__D,A1R12,32,A1R12,leu__L,1
selection,rib__D,A1R12,32,F3R08,leu__L,-1
selection,rib__D,A1R12,32,A1R12,lys__L,-1
selection,rib__D,A1R12,32,F3R08,lys__L,1
selection,rib__D,A1R12,32,F3R08,pro__L,1
selection,rib__D,A1R12,32,I2R16,pro__L,-1
selection,rib__D,A1R12,32,A1R12,pyr,1
selection,rib__D,A1R12,32,F3R08,pyr,1
selection,rib__D,A1R12,32,I2R16,pyr,-1
selection,rib__D,A1R12,32,F3R08,rib__D,-1
selection,rib__D,A1R12,32,A1R12,ura,-1
selection,rib__D,A1R12,32,F3R08,ura,1
selection,rib__D,A1R12,32,A1R12,val__L,1
selection,rib__D,A1R12,32,F3R08,val__L,-1
selection,rib__D,A1R12,32,I2R16,val__L,-1
selection,rib__D,A1R12,33,A1R12,ac,1
selection,rib__D,A1R12,33,B3M02,ac,-1
selection,rib__D,A1R12,33,E3R18,ac,-1
selection,rib__D,A1R12,33,A1R12,acald,-1
selection,rib__D,A1R12,33,B3M02,acald,-1
selection,rib__D,A1R12,33,E3R18,acald,1
selection,rib__D,A1R12,33,A1R12,ala__D,-1
selection,rib__D,A1R12,33,B3M02,ala__D,1
selection,rib__D,A1R12,33,E3R18,ala__D,-1
selection,rib__D,A1R12,33,A1R12,ala__L,1
selection,rib__D,A1R12,33,B3M02,ala__L,-1
selection,rib__D,A1R12,33,A1R12,asp__L,-1
selection,rib__D,A1R12,33,B3M02,asp__L,-1
selection,rib__D,A1R12,33,E3R18,asp__L,1
selection,rib__D,A1R12,33,A1R12,co2,1
selection,rib__D,A1R12,33,B3M02,co2,1
selection,rib__D,A1R12,33,E3R18,co2,-1
selection,rib__D,A1R12,33,A1R12,etoh,-1
selection,rib__D,A1R12,33,B3M02,etoh,1
selection,rib__D,A1R12,33,E3R18,etoh,-1
selection,rib__D,A1R12,33,A1R12,glu__L,-1
selection,rib__D,A1R12,33,B3M02,glu__L,-1
selection,rib__D,A1R12,33,E3R18,glu__L,1
selection,rib__D,A1R12,33,A1R12,gly,-1
selection,rib__D,A1R12,33,B3M02,gly,-1
selection,rib__D,A1R12,33,E3R18,gly,1
selection,rib__D,A1R12,33,A1R12,gthox,-1
selection,rib__D,A1R12,33,E3R18,gthox,1
selection,rib__D,A1R12,33,A1R12,gthrd,1
selection,rib__D,A1R12,33,E3R18,gthrd,-1
selection,rib__D,A1R12,33,A1R12,gua,-1
selection,rib__D,A1R12,33,B3M02,gua,1
selection,rib__D,A1R12,33,A1R12,h2o2,1
selection,rib__D,A1R12,33,E3R18,h2o2,-1
selection,rib__D,A1R12,33,A1R12,h2s,-1
selection,rib__D,A1R12,33,B3M02,h2s,-1
selection,rib__D,A1R12,33,E3R18,h2s,1
selection,rib__D,A1R12,33,B3M02,his__L,-1
selection,rib__D,A1R12,33,E3R18,his__L,1
selection,rib__D,A1R12,33,A1R12,ile__L,1
selection,rib__D,A1R12,33,B3M02,ile__L,-1
selection,rib__D,A1R12,33,E3R18,ile__L,-1
selection,rib__D,A1R12,33,A1R12,leu__L,1
selection,rib__D,A1R12,33,B3M02,leu__L,-1
selection,rib__D,A1R12,33,B3M02,pro__L,1
selection,rib__D,A1R12,33,E3R18,pro__L,-1
selection,rib__D,A1R12,33,A1R12,pyr,-1
selection,rib__D,A1R12,33,E3R18,pyr,1
selection,rib__D,A1R12,33,E3R18,rib__D,-1
selection,rib__D,A1R12,33,B3M02,ser__D,1
selection,rib__D,A1R12,33,E3R18,ser__D,-1
selection,rib__D,A1R12,33,A1R12,thr__L,-1
selection,rib__D,A1R12,33,B3M02,thr__L,1
selection,rib__D,A1R12,33,A1R12,val__L,1
selection,rib__D,A1R12,33,B3M02,val__L,-1
selection,rib__D,A1R12,34,A1R12,ac,1
selection,rib__D,A1R12,34,D3R19,ac,-1
selection,rib__D,A1R12,34,F3R08,ac,1
selection,rib__D,A1R12,34,D3R19,acald,1
selection,rib__D,A1R12,34,F3R08,acald,-1
selection,rib__D,A1R12,34,A1R12,ala__D,-1
selection,rib__D,A1R12,34,D3R19,ala__D,1
selection,rib__D,A1R12,34,A1R12,ala__L,1
selection,rib__D,A1R12,34,D3R19,ala__L,-1
selection,rib__D,A1R12,34,A1R12,asp__L,-1
selection,rib__D,A1R12,34,D3R19,asp__L,-1
selection,rib__D,A1R12,34,F3R08,asp__L,1
selection,rib__D,A1R12,34,A1R12,co2,1
selection,rib__D,A1R12,34,D3R19,co2,1
selection,rib__D,A1R12,34,F3R08,co2,-1
selection,rib__D,A1R12,34,D3R19,etha,1
selection,rib__D,A1R12,34,A1R12,etoh,-1
selection,rib__D,A1R12,34,D3R19,etoh,-1
selection,rib__D,A1R12,34,F3R08,etoh,1
selection,rib__D,A1R12,34,A1R12,g3pe,1
selection,rib__D,A1R12,34,D3R19,g3pe,-1
selection,rib__D,A1R12,34,A1R12,glu__L,-1
selection,rib__D,A1R12,34,D3R19,glu__L,1
selection,rib__D,A1R12,34,F3R08,glu__L,-1
selection,rib__D,A1R12,34,A1R12,gly,-1
selection,rib__D,A1R12,34,D3R19,gly,1
selection,rib__D,A1R12,34,A1R12,gthox,-1
selection,rib__D,A1R12,34,D3R19,gthox,1
selection,rib__D,A1R12,34,F3R08,gthox,1
selection,rib__D,A1R12,34,A1R12,gthrd,1
selection,rib__D,A1R12,34,D3R19,gthrd,-1
selection,rib__D,A1R12,34,F3R08,gthrd,-1
selection,rib__D,A1R12,34,A1R12,h2o2,1
selection,rib__D,A1R12,34,D3R19,h2o2,-1
selection,rib__D,A1R12,34,F3R08,h2o2,-1
selection,rib__D,A1R12,34,A1R12,h2s,-1
selection,rib__D,A1R12,34,D3R19,h2s,1
selection,rib__D,A1R12,34,F3R08,h2s,-1
selection,rib__D,A1R12,34,A1R12,hxan,-1
selection,rib__D,A1R12,34,D3R19,hxan,1
selection,rib__D,A1R12,34,A1R12,ile__L,-1
selection,rib__D,A1R12,34,F3R08,ile__L,1
selection,rib__D,A1R12,34,A1R12,leu__L,1
selection,rib__D,A1R12,34,F3R08,leu__L,-1
selection,rib__D,A1R12,34,A1R12,lys__L,-1
selection,rib__D,A1R12,34,D3R19,lys__L,1
selection,rib__D,A1R12,34,A1R12,pyr,-1
selection,rib__D,A1R12,34,D3R19,pyr,1
selection,rib__D,A1R12,34,F3R08,pyr,1
selection,rib__D,A1R12,34,F3R08,rib__D,-1
selection,rib__D,A1R12,34,A1R12,val__L,-1
selection,rib__D,A1R12,34,D3R19,val__L,-1
selection,rib__D,A1R12,34,F3R08,val__L,1
selection,rib__D,A1R12,35,E3R11_,4hthr,-1
selection,rib__D,A1R12,35,E3R18,4hthr,1
selection,rib__D,A1R12,35,A1R12,ac,1
selection,rib__D,A1R12,35,E3R11_,ac,1
selection,rib__D,A1R12,35,E3R18,ac,-1
selection,rib__D,A1R12,35,E3R11_,acald,-1
selection,rib__D,A1R12,35,E3R18,acald,1
selection,rib__D,A1R12,35,A1R12,ala__D,1
selection,rib__D,A1R12,35,E3R11_,ala__D,1
selection,rib__D,A1R12,35,E3R18,ala__D,-1
selection,rib__D,A1R12,35,A1R12,ala__L,1
selection,rib__D,A1R12,35,E3R11_,ala__L,-1
selection,rib__D,A1R12,35,E3R18,ala__L,1
selection,rib__D,A1R12,35,A1R12,asp__L,-1
selection,rib__D,A1R12,35,E3R11_,asp__L,-1
selection,rib__D,A1R12,35,E3R18,asp__L,1
selection,rib__D,A1R12,35,A1R12,co2,1
selection,rib__D,A1R12,35,E3R11_,co2,1
selection,rib__D,A1R12,35,E3R18,co2,-1
selection,rib__D,A1R12,35,A1R12,etoh,-1
selection,rib__D,A1R12,35,E3R11_,etoh,1
selection,rib__D,A1R12,35,E3R18,etoh,-1
selection,rib__D,A1R12,35,A1R12,glu__L,-1
selection,rib__D,A1R12,35,E3R11_,glu__L,-1
selection,rib__D,A1R12,35,E3R18,glu__L,1
selection,rib__D,A1R12,35,A1R12,gly,-1
selection,rib__D,A1R12,35,E3R11_,gly,-1
selection,rib__D,A1R12,35,E3R18,gly,1
selection,rib__D,A1R12,35,A1R12,gthox,1
selection,rib__D,A1R12,35,E3R18,gthox,-1
selection,rib__D,A1R12,35,A1R12,gthrd,-1
selection,rib__D,A1R12,35,E3R18,gthrd,1
selection,rib__D,A1R12,35,A1R12,h2o2,-1
selection,rib__D,A1R12,35,E3R18,h2o2,1
selection,rib__D,A1R12,35,A1R12,h2s,1
selection,rib__D,A1R12,35,E3R11_,h2s,-1
selection,rib__D,A1R12,35,E3R18,h2s,-1
selection,rib__D,A1R12,35,E3R11_,his__L,-1
selection,rib__D,A1R12,35,E3R18,his__L,1
selection,rib__D,A1R12,35,A1R12,ile__L,1
selection,rib__D,A1R12,35,E3R11_,ile__L,-1
selection,rib__D,A1R12,35,A1R12,leu__L,1
selection,rib__D,A1R12,35,E3R11_,leu__L,-1
selection,rib__D,A1R12,35,A1R12,lys__L,-1
selection,rib__D,A1R12,35,E3R11_,lys__L,1
selection,rib__D,A1R12,35,E3R11_,pro__L,1
selection,rib__D,A1R12,35,E3R18,pro__L,-1
selection,rib__D,A1R12,35,A1R12,pyr,-1
selection,rib__D,A1R12,35,E3R11_,pyr,1
selection,rib__D,A1R12,35,E3R18,pyr,1
selection,rib__D,A1R12,35,E3R18,rib__D,-1
selection,rib__D,A1R12,35,A1R12,ser__L,-1
selection,rib__D,A1R12,35,E3R11_,ser__L,1
selection,rib__D,A1R12,35,A1R12,val__L,-1
selection,rib__D,A1R12,35,E3R11_,val__L,1
selection,rib__D,A1R12,36,A1R12,ac,1
selection,rib__D,A1R12,36,E3R18,ac,-1
selection,rib__D,A1R12,36,A1R12,acald,1
selection,rib__D,A1R12,36,E3R01,acald,1
selection,rib__D,A1R12,36,E3R18,acald,-1
selection,rib__D,A1R12,36,A1R12,ala__D,1
selection,rib__D,A1R12,36,E3R01,ala__D,-1
selection,rib__D,A1R12,36,E3R18,ala__D,1
selection,rib__D,A1R12,36,A1R12,ala__L,1
selection,rib__D,A1R12,36,E3R01,ala__L,1
selection,rib__D,A1R12,36,E3R18,ala__L,-1
selection,rib__D,A1R12,36,A1R12,asp__L,-1
selection,rib__D,A1R12,36,E3R01,asp__L,-1
selection,rib__D,A1R12,36,E3R18,asp__L,1
selection,rib__D,A1R12,36,A1R12,co2,1
selection,rib__D,A1R12,36,E3R01,co2,1
selection,rib__D,A1R12,36,E3R18,co2,-1
selection,rib__D,A1R12,36,A1R12,etoh,-1
selection,rib__D,A1R12,36,E3R18,etoh,1
selection,rib__D,A1R12,36,A1R12,glu__L,-1
selection,rib__D,A1R12,36,E3R01,glu__L,-1
selection,rib__D,A1R12,36,E3R18,glu__L,1
selection,rib__D,A1R12,36,A1R12,gly,-1
selection,rib__D,A1R12,36,E3R01,gly,-1
selection,rib__D,A1R12,36,E3R18,gly,1
selection,rib__D,A1R12,36,E3R01,gthox,-1
selection,rib__D,A1R12,36,E3R18,gthox,1
selection,rib__D,A1R12,36,E3R01,gthrd,1
selection,rib__D,A1R12,36,E3R18,gthrd,-1
selection,rib__D,A1R12,36,E3R01,h2o2,1
selection,rib__D,A1R12,36,E3R18,h2o2,-1
selection,rib__D,A1R12,36,A1R12,h2s,-1
selection,rib__D,A1R12,36,E3R01,h2s,1
selection,rib__D,A1R12,36,E3R18,h2s,-1
selection,rib__D,A1R12,36,A1R12,his__L,-1
selection,rib__D,A1R12,36,E3R18,his__L,1
selection,rib__D,A1R12,36,A1R12,ile__L,-1
selection,rib__D,A1R12,36,E3R01,ile__L,1
selection,rib__D,A1R12,36,E3R18,ile__L,-1
selection,rib__D,A1R12,36,A1R12,leu__L,1
selection,rib__D,A1R12,36,E3R01,leu__L,-1
selection,rib__D,A1R12,36,E3R18,leu__L,-1
selection,rib__D,A1R12,36,A1R12,lys__L,-1
selection,rib__D,A1R12,36,E3R01,lys__L,1
selection,rib__D,A1R12,36,E3R18,lys__L,-1
selection,rib__D,A1R12,36,E3R01,pro__L,1
selection,rib__D,A1R12,36,E3R18,pro__L,-1
selection,rib__D,A1R12,36,A1R12,pyr,-1
selection,rib__D,A1R12,36,E3R18,pyr,1
selection,rib__D,A1R12,36,E3R18,rib__D,-1
selection,rib__D,A1R12,36,E3R01,ser__D,1
selection,rib__D,A1R12,36,E3R18,ser__D,-1
selection,rib__D,A1R12,36,A1R12,val__L,-1
selection,rib__D,A1R12,36,E3R01,val__L,1
selection,rib__D,A1R12,36,E3R18,val__L,-1
selection,rib__D,A1R12,37,A1R12,ac,1
selection,rib__D,A1R12,37,E3R18,ac,-1
selection,rib__D,A1R12,37,I2R16,ac,1
selection,rib__D,A1R12,37,A1R12,acald,1
selection,rib__D,A1R12,37,E3R18,acald,-1
selection,rib__D,A1R12,37,I2R16,acald,-1
selection,rib__D,A1R12,37,A1R12,ala__D,-1
selection,rib__D,A1R12,37,E3R18,ala__D,-1
selection,rib__D,A1R12,37,I2R16,ala__D,1
selection,rib__D,A1R12,37,A1R12,ala__L,1
selection,rib__D,A1R12,37,I2R16,ala__L,-1
selection,rib__D,A1R12,37,A1R12,asp__L,-1
selection,rib__D,A1R12,37,E3R18,asp__L,1
selection,rib__D,A1R12,37,I2R16,asp__L,-1
selection,rib__D,A1R12,37,A1R12,co2,1
selection,rib__D,A1R12,37,E3R18,co2,-1
selection,rib__D,A1R12,37,I2R16,co2,1
selection,rib__D,A1R12,37,A1R12,etoh,-1
selection,rib__D,A1R12,37,E3R18,etoh,1
selection,rib__D,A1R12,37,I2R16,etoh,1
selection,rib__D,A1R12,37,E3R18,glcur,1
selection,rib__D,A1R12,37,I2R16,glcur,-1
selection,rib__D,A1R12,37,A1R12,glu__L,-1
selection,rib__D,A1R12,37,E3R18,glu__L,1
selection,rib__D,A1R12,37,I2R16,glu__L,-1
selection,rib__D,A1R12,37,A1R12,gly,-1
selection,rib__D,A1R12,37,E3R18,gly,1
selection,rib__D,A1R12,37,I2R16,gly,-1
selection,rib__D,A1R12,37,A1R12,gthox,-1
selection,rib__D,A1R12,37,E3R18,gthox,-1
selection,rib__D,A1R12,37,I2R16,gthox,1
selection,rib__D,A1R12,37,A1R12,gthrd,1
selection,rib__D,A1R12,37,E3R18,gthrd,1
selection,rib__D,A1R12,37,I2R16,gthrd,-1
selection,rib__D,A1R12,37,A1R12,h2o2,1
selection,rib__D,A1R12,37,E3R18,h2o2,1
selection,rib__D,A1R12,37,I2R16,h2o2,-1
selection,rib__D,A1R12,37,A1R12,h2s,-1
selection,rib__D,A1R12,37,E3R18,h2s,1
selection,rib__D,A1R12,37,I2R16,h2s,-1
selection,rib__D,A1R12,37,E3R18,his__L,1
selection,rib__D,A1R12,37,I2R16,his__L,-1
selection,rib__D,A1R12,37,A1R12,ile__L,1
selection,rib__D,A1R12,37,I2R16,ile__L,-1
selection,rib__D,A1R12,37,A1R12,lys__L,-1
selection,rib__D,A1R12,37,I2R16,lys__L,1
selection,rib__D,A1R12,37,E3R18,pro__L,-1
selection,rib__D,A1R12,37,I2R16,pro__L,1
selection,rib__D,A1R12,37,A1R12,pyr,-1
selection,rib__D,A1R12,37,E3R18,pyr,1
selection,rib__D,A1R12,37,I2R16,pyr,1
selection,rib__D,A1R12,37,E3R18,rib__D,-1
selection,rib__D,A1R12,37,E3R18,ser__D,-1
selection,rib__D,A1R12,37,I2R16,ser__D,1
selection,rib__D,A1R12,38,A1R12,ac,1
selection,rib__D,A1R12,38,C1R06,ac,-1
selection,rib__D,A1R12,38,F3R08,ac,1
selection,rib__D,A1R12,38,A1R12,acald,1
selection,rib__D,A1R12,38,C1R06,acald,1
selection,rib__D,A1R12,38,F3R08,acald,-1
selection,rib__D,A1R12,38,A1R12,ala__D,-1
selection,rib__D,A1R12,38,C1R06,ala__D,1
selection,rib__D,A1R12,38,A1R12,ala__L,1
selection,rib__D,A1R12,38,C1R06,ala__L,-1
selection,rib__D,A1R12,38,A1R12,arg__L,-1
selection,rib__D,A1R12,38,C1R06,arg__L,1
selection,rib__D,A1R12,38,A1R12,asp__L,-1
selection,rib__D,A1R12,38,C1R06,asp__L,-1
selection,rib__D,A1R12,38,F3R08,asp__L,1
selection,rib__D,A1R12,38,A1R12,co2,1
selection,rib__D,A1R12,38,C1R06,co2,-1
selection,rib__D,A1R12,38,F3R08,co2,-1
selection,rib__D,A1R12,38,A1R12,etoh,-1
selection,rib__D,A1R12,38,C1R06,etoh,1
selection,rib__D,A1R12,38,F3R08,etoh,1
selection,rib__D,A1R12,38,A1R12,glu__L,1
selection,rib__D,A1R12,38,C1R06,glu__L,-1
selection,rib__D,A1R12,38,F3R08,glu__L,-1
selection,rib__D,A1R12,38,A1R12,gly,-1
selection,rib__D,A1R12,38,C1R06,gly,1
selection,rib__D,A1R12,38,A1R12,gthox,-1
selection,rib__D,A1R12,38,F3R08,gthox,1
selection,rib__D,A1R12,38,A1R12,gthrd,1
selection,rib__D,A1R12,38,F3R08,gthrd,-1
selection,rib__D,A1R12,38,A1R12,h2o2,1
selection,rib__D,A1R12,38,F3R08,h2o2,-1
selection,rib__D,A1R12,38,A1R12,h2s,-1
selection,rib__D,A1R12,38,C1R06,h2s,1
selection,rib__D,A1R12,38,F3R08,h2s,-1
selection,rib__D,A1R12,38,A1R12,ile__L,-1
selection,rib__D,A1R12,38,C1R06,ile__L,-1
selection,rib__D,A1R12,38,F3R08,ile__L,1
selection,rib__D,A1R12,38,A1R12,leu__L,1
selection,rib__D,A1R12,38,C1R06,leu__L,-1
selection,rib__D,A1R12,38,F3R08,leu__L,-1
selection,rib__D,A1R12,38,A1R12,lys__L,-1
selection,rib__D,A1R12,38,C1R06,lys__L,1
selection,rib__D,A1R12,38,C1R06,pro__L,1
selection,rib__D,A1R12,38,F3R08,pro__L,-1
selection,rib__D,A1R12,38,A1R12,pyr,-1
selection,rib__D,A1R12,38,C1R06,pyr,1
selection,rib__D,A1R12,38,F3R08,pyr,1
selection,rib__D,A1R12,38,F3R08,rib__D,-1
selection,rib__D,A1R12,38,A1R12,val__L,-1
selection,rib__D,A1R12,38,C1R06,val__L,-1
selection,rib__D,A1R12,38,F3R08,val__L,1
selection,rib__D,A1R12,39,F3R08,2ddglcn,1
selection,rib__D,A1R12,39,m_3D05,2ddglcn,-1
selection,rib__D,A1R12,39,A1R12,4abut,-1
selection,rib__D,A1R12,39,m_3D05,4abut,1
selection,rib__D,A1R12,39,A1R12,ac,1
selection,rib__D,A1R12,39,F3R08,ac,-1
selection,rib__D,A1R12,39,m_3D05,ac,-1
selection,rib__D,A1R12,39,A1R12,acald,-1
selection,rib__D,A1R12,39,m_3D05,acald,1
selection,rib__D,A1R12,39,A1R12,ala__D,-1
selection,rib__D,A1R12,39,m_3D05,ala__D,1
selection,rib__D,A1R12,39,A1R12,ala__L,1
selection,rib__D,A1R12,39,m_3D05,ala__L,-1
selection,rib__D,A1R12,39,A1R12,asp__L,-1
selection,rib__D,A1R12,39,F3R08,asp__L,1
selection,rib__D,A1R12,39,m_3D05,asp__L,-1
selection,rib__D,A1R12,39,A1R12,co2,1
selection,rib__D,A1R12,39,F3R08,co2,-1
selection,rib__D,A1R12,39,m_3D05,co2,1
selection,rib__D,A1R12,39,A1R12,etoh,1
selection,rib__D,A1R12,39,F3R08,etoh,1
selection,rib__D,A1R12,39,m_3D05,etoh,-1
selection,rib__D,A1R12,39,A1R12,glu__L,-1
selection,rib__D,A1R12,39,F3R08,glu__L,-1
selection,rib__D,A1R12,39,m_3D05,glu__L,1
selection,rib__D,A1R12,39,A1R12,gly,-1
selection,rib__D,A1R12,39,m_3D05,gly,1
selection,rib__D,A1R12,39,A1R12,gthox,-1
selection,rib__D,A1R12,39,F3R08,gthox,1
selection,rib__D,A1R12,39,m_3D05,gthox,1
selection,rib__D,A1R12,39,A1R12,gthrd,1
selection,rib__D,A1R12,39,F3R08,gthrd,-1
selection,rib__D,A1R12,39,m_3D05,gthrd,-1
selection,rib__D,A1R12,39,A1R12,h2o2,1
selection,rib__D,A1R12,39,F3R08,h2o2,-1
selection,rib__D,A1R12,39,m_3D05,h2o2,-1
selection,rib__D,A1R12,39,A1R12,h2s,-1
selection,rib__D,A1R12,39,F3R08,h2s,1
selection,rib__D,A1R12,39,m_3D05,h2s,-1
selection,rib__D,A1R12,39,A1R12,ile__L,-1
selection,rib__D,A1R12,39,F3R08,ile__L,1
selection,rib__D,A1R12,39,m_3D05,ile__L,-1
selection,rib__D,A1R12,39,A1R12,leu__L,-1
selection,rib__D,A1R12,39,F3R08,leu__L,-1
selection,rib__D,A1R12,39,m_3D05,leu__L,1
selection,rib__D,A1R12,39,A1R12,lys__L,-1
selection,rib__D,A1R12,39,F3R08,lys__L,1
selection,rib__D,A1R12,39,F3R08,pro__L,1
selection,rib__D,A1R12,39,m_3D05,pro__L,-1
selection,rib__D,A1R12,39,A1R12,pyr,1
selection,rib__D,A1R12,39,F3R08,pyr,1
selection,rib__D,A1R12,39,m_3D05,pyr,-1
selection,rib__D,A1R12,39,F3R08,rib__D,-1
selection,rib__D,A1R12,39,A1R12,ser__L,-1
selection,rib__D,A1R12,39,m_3D05,ser__L,1
selection,rib__D,A1R12,39,A1R12,thr__L,-1
selection,rib__D,A1R12,39,m_3D05,thr__L,1
selection,rib__D,A1R12,39,A1R12,ura,-1
selection,rib__D,A1R12,39,F3R08,ura,1
selection,rib__D,A1R12,39,m_3D05,ura,-1
selection,rib__D,A1R12,39,A1R12,val__L,-1
selection,rib__D,A1R12,39,F3R08,val__L,1
selection,rib__D,A1R12,39,m_3D05,val__L,-1
selection,rib__D,A1R12,4,A1R12,ac,1
selection,rib__D,A1R12,4,m_6D03,ac,-1
selection,rib__D,A1R12,4,A1R12,acald,-1
selection,rib__D,A1R12,4,m_6D03,acald,1
selection,rib__D,A1R12,4,A1R12,ala__D,-1
selection,rib__D,A1R12,4,m_6D03,ala__D,1
selection,rib__D,A1R12,4,A1R12,ala__L,1
selection,rib__D,A1R12,4,m_6D03,ala__L,-1
selection,rib__D,A1R12,4,A1R12,asp__L,-1
selection,rib__D,A1R12,4,m_6D03,asp__L,1
selection,rib__D,A1R12,4,A1R12,co2,1
selection,rib__D,A1R12,4,m_6D03,co2,-1
selection,rib__D,A1R12,4,A1R12,etoh,1
selection,rib__D,A1R12,4,m_6D03,etoh,-1
selection,rib__D,A1R12,4,A1R12,glu__L,1
selection,rib__D,A1R12,4,m_6D03,glu__L,-1
selection,rib__D,A1R12,4,A1R12,gly,-1
selection,rib__D,A1R12,4,m_6D03,gly,1
selection,rib__D,A1R12,4,A1R12,h2s,1
selection,rib__D,A1R12,4,m_6D03,h2s,-1
selection,rib__D,A1R12,4,A1R12,ile__L,-1
selection,rib__D,A1R12,4,m_6D03,ile__L,1
selection,rib__D,A1R12,4,A1R12,leu__L,1
selection,rib__D,A1R12,4,m_6D03,leu__L,-1
selection,rib__D,A1R12,4,A1R12,pyr,1
selection,rib__D,A1R12,4,m_6D03,pyr,-1
selection,rib__D,A1R12,4,m_6D03,rib__D,-1
selection,rib__D,A1R12,4,A1R12,ser__L,-1
selection,rib__D,A1R12,4,m_6D03,ser__L,1
selection,rib__D,A1R12,4,A1R12,thr__L,-1
selection,rib__D,A1R12,4,m_6D03,thr__L,1
selection,rib__D,A1R12,4,A1R12,val__L,1
selection,rib__D,A1R12,4,m_6D03,val__L,-1
selection,rib__D,A1R12,40,A1R12,ac,1
selection,rib__D,A1R12,40,B3M02,ac,-1
selection,rib__D,A1R12,40,C3M06,ac,1
selection,rib__D,A1R12,40,A1R12,acald,-1
selection,rib__D,A1R12,40,B3M02,acald,-1
selection,rib__D,A1R12,40,C3M06,acald,1
