substrate,focal_strain,solution,species,metabolite,flux
f6p,B2M06,4,m_1A01,succ,1
f6p,B2M06,4,B2M06,thr__L,-1
f6p,B2M06,4,m_1A01,thr__L,1
f6p,B2M06,4,B2M06,ura,-1
f6p,B2M06,4,m_1A01,ura,1
f6p,B2M06,4,B2M06,val__L,-1
f6p,B2M06,4,m_1A01,val__L,1
f6p,B3M02,1,B3M02,ac,1
f6p,B3M02,1,m_1A01,ac,-1
f6p,B3M02,1,B3M02,acald,-1
f6p,B3M02,1,m_1A01,acald,1
f6p,B3M02,1,B3M02,ade,1
f6p,B3M02,1,m_1A01,ade,-1
f6p,B3M02,1,B3M02,ala__D,-1
f6p,B3M02,1,m_1A01,ala__D,1
f6p,B3M02,1,B3M02,ala__L,1
f6p,B3M02,1,m_1A01,ala__L,-1
f6p,B3M02,1,B3M02,arg__L,-1
f6p,B3M02,1,m_1A01,arg__L,1
f6p,B3M02,1,B3M02,asp__L,-1
f6p,B3M02,1,m_1A01,asp__L,1
f6p,B3M02,1,B3M02,co2,-1
f6p,B3M02,1,m_1A01,co2,1
f6p,B3M02,1,B3M02,etoh,-1
f6p,B3M02,1,m_1A01,etoh,1
f6p,B3M02,1,m_1A01,f6p,-1
f6p,B3M02,1,B3M02,for,-1
f6p,B3M02,1,m_1A01,for,1
f6p,B3M02,1,B3M02,glu__L,1
f6p,B3M02,1,m_1A01,glu__L,-1
f6p,B3M02,1,B3M02,gly,1
f6p,B3M02,1,m_1A01,gly,-1
f6p,B3M02,1,B3M02,glyald,-1
f6p,B3M02,1,m_1A01,glyald,1
f6p,B3M02,1,B3M02,glyc,1
f6p,B3M02,1,m_1A01,glyc,-1
f6p,B3M02,1,B3M02,gua,1
f6p,B3M02,1,m_1A01,gua,-1
f6p,B3M02,1,B3M02,h2s,1
f6p,B3M02,1,m_1A01,h2s,-1
f6p,B3M02,1,B3M02,ile__L,1
f6p,B3M02,1,m_1A01,ile__L,-1
f6p,B3M02,1,B3M02,indole,1
f6p,B3M02,1,m_1A01,indole,-1
f6p,B3M02,1,B3M02,leu__L,-1
f6p,B3M02,1,m_1A01,leu__L,1
f6p,B3M02,1,B3M02,orn,1
f6p,B3M02,1,m_1A01,orn,-1
f6p,B3M02,1,B3M02,phe__L,1
f6p,B3M02,1,m_1A01,phe__L,-1
f6p,B3M02,1,B3M02,pro__L,1
f6p,B3M02,1,m_1A01,pro__L,-1
f6p,B3M02,1,B3M02,pyr,-1
f6p,B3M02,1,m_1A01,pyr,1
f6p,B3M02,1,B3M02,ser__D,1
f6p,B3M02,1,m_1A01,ser__D,-1
f6p,B3M02,1,B3M02,ser__L,-1
f6p,B3M02,1,m_1A01,ser__L,1
f6p,B3M02,1,B3M02,thr__L,1
f6p,B3M02,1,m_1A01,thr__L,-1
f6p,B3M02,1,B3M02,trp__L,-1
f6p,B3M02,1,m_1A01,trp__L,1
f6p,B3M02,1,B3M02,tyr__L,1
f6p,B3M02,1,m_1A01,tyr__L,-1
f6p,B3M02,1,B3M02,val__L,-1
f6p,B3M02,1,m_1A01,val__L,1
f6p,B3M02,2,B3M02,ac,-1
f6p,B3M02,2,G2R10,ac,1
f6p,B3M02,2,B3M02,acald,1
f6p,B3M02,2,G2R10,acald,-1
f6p,B3M02,2,B3M02,ade,-1
f6p,B3M02,2,G2R10,ade,1
f6p,B3M02,2,B3M02,ala__D,1
f6p,B3M02,2,G2R10,ala__D,-1
f6p,B3M02,2,B3M02,ala__L,1
f6p,B3M02,2,G2R10,ala__L,-1
f6p,B3M02,2,B3M02,arg__L,-1
f6p,B3M02,2,G2R10,arg__L,1
f6p,B3M02,2,B3M02,asp__L,-1
f6p,B3M02,2,G2R10,asp__L,1
f6p,B3M02,2,B3M02,co2,1
f6p,B3M02,2,G2R10,co2,-1
f6p,B3M02,2,B3M02,etoh,-1
f6p,B3M02,2,G2R10,etoh,1
f6p,B3M02,2,G2R10,f6p,-1
f6p,B3M02,2,B3M02,for,-1
f6p,B3M02,2,G2R10,for,1
f6p,B3M02,2,B3M02,glu__L,1
f6p,B3M02,2,G2R10,glu__L,-1
f6p,B3M02,2,B3M02,gly,1
f6p,B3M02,2,G2R10,gly,-1
f6p,B3M02,2,B3M02,glyald,-1
f6p,B3M02,2,G2R10,glyald,1
f6p,B3M02,2,B3M02,glyc,1
f6p,B3M02,2,G2R10,glyc,-1
f6p,B3M02,2,B3M02,h2s,1
f6p,B3M02,2,G2R10,h2s,-1
f6p,B3M02,2,B3M02,ile__L,1
f6p,B3M02,2,G2R10,ile__L,-1
f6p,B3M02,2,B3M02,leu__L,1
f6p,B3M02,2,G2R10,leu__L,-1
f6p,B3M02,2,B3M02,lys__L,1
f6p,B3M02,2,G2R10,lys__L,-1
f6p,B3M02,2,B3M02,orn,1
f6p,B3M02,2,G2R10,orn,-1
f6p,B3M02,2,B3M02,phe__L,-1
f6p,B3M02,2,G2R10,phe__L,1
f6p,B3M02,2,B3M02,pro__L,1
f6p,B3M02,2,G2R10,pro__L,-1
f6p,B3M02,2,B3M02,pyr,-1
f6p,B3M02,2,G2R10,pyr,1
f6p,B3M02,2,B3M02,ser__D,-1
f6p,B3M02,2,G2R10,ser__D,1
f6p,B3M02,2,B3M02,thr__L,1
f6p,B3M02,2,G2R10,thr__L,-1
f6p,B3M02,2,B3M02,trp__L,-1
f6p,B3M02,2,G2R10,trp__L,1
f6p,B3M02,2,B3M02,tyr__L,-1
f6p,B3M02,2,G2R10,tyr__L,1
f6p,B3M02,2,B3M02,ura,-1
f6p,B3M02,2,G2R10,ura,1
f6p,B3M02,2,B3M02,val__L,1
f6p,B3M02,2,G2R10,val__L,-1
f6p,B3M02,3,B3M02,ac,-1
f6p,B3M02,3,C3R12,ac,1
f6p,B3M02,3,B3M02,acald,1
f6p,B3M02,3,C3R12,acald,-1
f6p,B3M02,3,B3M02,ade,1
f6p,B3M02,3,C3R12,ade,-1
f6p,B3M02,3,B3M02,ala__D,-1
f6p,B3M02,3,C3R12,ala__D,1
f6p,B3M02,3,B3M02,ala__L,1
f6p,B3M02,3,C3R12,ala__L,-1
f6p,B3M02,3,B3M02,arg__L,-1
f6p,B3M02,3,C3R12,arg__L,1
f6p,B3M02,3,B3M02,asp__L,-1
f6p,B3M02,3,C3R12,asp__L,1
f6p,B3M02,3,B3M02,co2,-1
f6p,B3M02,3,C3R12,co2,1
f6p,B3M02,3,B3M02,etoh,-1
f6p,B3M02,3,C3R12,etoh,1
f6p,B3M02,3,C3R12,f6p,-1
f6p,B3M02,3,B3M02,for,-1
f6p,B3M02,3,C3R12,for,1
f6p,B3M02,3,B3M02,glu__L,1
f6p,B3M02,3,C3R12,glu__L,-1
f6p,B3M02,3,B3M02,gly,1
f6p,B3M02,3,C3R12,gly,-1
f6p,B3M02,3,B3M02,glyald,-1
f6p,B3M02,3,C3R12,glyald,1
f6p,B3M02,3,B3M02,glyc,1
f6p,B3M02,3,C3R12,glyc,-1
f6p,B3M02,3,B3M02,h2s,1
f6p,B3M02,3,C3R12,h2s,-1
f6p,B3M02,3,B3M02,ile__L,1
f6p,B3M02,3,C3R12,ile__L,-1
f6p,B3M02,3,B3M02,leu__L,-1
f6p,B3M02,3,C3R12,leu__L,1
f6p,B3M02,3,B3M02,orn,1
f6p,B3M02,3,C3R12,orn,-1
f6p,B3M02,3,B3M02,phe__L,-1
f6p,B3M02,3,C3R12,phe__L,1
f6p,B3M02,3,B3M02,pro__L,-1
f6p,B3M02,3,C3R12,pro__L,1
f6p,B3M02,3,B3M02,pyr,-1
f6p,B3M02,3,C3R12,pyr,1
f6p,B3M02,3,B3M02,ser__L,-1
f6p,B3M02,3,C3R12,ser__L,1
f6p,B3M02,3,B3M02,thr__L,1
f6p,B3M02,3,C3R12,thr__L,-1
f6p,B3M02,3,B3M02,tyr__L,-1
f6p,B3M02,3,C3R12,tyr__L,1
f6p,B3M02,3,B3M02,ura,-1
f6p,B3M02,3,C3R12,ura,1
f6p,B3M02,3,B3M02,val__L,-1
f6p,B3M02,3,C3R12,val__L,1
f6p,B3M02,4,B3M02,ac,-1
f6p,B3M02,4,m_3C02,ac,1
f6p,B3M02,4,B3M02,acald,1
f6p,B3M02,4,m_3C02,acald,-1
f6p,B3M02,4,B3M02,ade,-1
f6p,B3M02,4,m_3C02,ade,1
f6p,B3M02,4,B3M02,ala__D,-1
f6p,B3M02,4,m_3C02,ala__D,1
f6p,B3M02,4,B3M02,ala__L,1
f6p,B3M02,4,m_3C02,ala__L,-1
f6p,B3M02,4,B3M02,arg__L,-1
f6p,B3M02,4,m_3C02,arg__L,1
f6p,B3M02,4,B3M02,asp__L,-1
f6p,B3M02,4,m_3C02,asp__L,1
f6p,B3M02,4,B3M02,co2,-1
f6p,B3M02,4,m_3C02,co2,1
f6p,B3M02,4,B3M02,etoh,-1
f6p,B3M02,4,m_3C02,etoh,1
f6p,B3M02,4,m_3C02,f6p,-1
f6p,B3M02,4,B3M02,for,1
f6p,B3M02,4,m_3C02,for,-1
f6p,B3M02,4,B3M02,glu__L,-1
f6p,B3M02,4,m_3C02,glu__L,1
f6p,B3M02,4,B3M02,gly,1
f6p,B3M02,4,m_3C02,gly,-1
f6p,B3M02,4,B3M02,glyald,-1
f6p,B3M02,4,m_3C02,glyald,1
f6p,B3M02,4,B3M02,glyc,1
f6p,B3M02,4,m_3C02,glyc,-1
f6p,B3M02,4,B3M02,gua,-1
f6p,B3M02,4,m_3C02,gua,1
f6p,B3M02,4,B3M02,h2s,-1
f6p,B3M02,4,m_3C02,h2s,1
f6p,B3M02,4,B3M02,ile__L,-1
f6p,B3M02,4,m_3C02,ile__L,1
f6p,B3M02,4,B3M02,leu__L,-1
f6p,B3M02,4,m_3C02,leu__L,1
f6p,B3M02,4,B3M02,orn,1
f6p,B3M02,4,m_3C02,orn,-1
f6p,B3M02,4,B3M02,phe__L,-1
f6p,B3M02,4,m_3C02,phe__L,1
f6p,B3M02,4,B3M02,pro__L,-1
f6p,B3M02,4,m_3C02,pro__L,1
f6p,B3M02,4,B3M02,pyr,-1
f6p,B3M02,4,m_3C02,pyr,1
f6p,B3M02,4,B3M02,ser__D,-1
f6p,B3M02,4,m_3C02,ser__D,1
f6p,B3M02,4,B3M02,thr__L,-1
f6p,B3M02,4,m_3C02,thr__L,1
f6p,B3M02,4,B3M02,tyr__L,-1
f6p,B3M02,4,m_3C02,tyr__L,1
f6p,B3M02,4,B3M02,ura,-1
f6p,B3M02,4,m_3C02,ura,1
f6p,B3M02,4,B3M02,val__L,1
f6p,B3M02,4,m_3C02,val__L,-1
f6p,B3R10,1,B3R10,ac,1
f6p,B3R10,1,m_1A01,ac,-1
f6p,B3R10,1,B3R10,acald,-1
f6p,B3R10,1,m_1A01,acald,1
f6p,B3R10,1,B3R10,ala__D,1
f6p,B3R10,1,m_1A01,ala__D,-1
f6p,B3R10,1,B3R10,ala__L,1
f6p,B3R10,1,m_1A01,ala__L,-1
f6p,B3R10,1,B3R10,arg__L,-1
f6p,B3R10,1,m_1A01,arg__L,1
f6p,B3R10,1,B3R10,asp__L,-1
f6p,B3R10,1,m_1A01,asp__L,1
f6p,B3R10,1,B3R10,cgly,-1
f6p,B3R10,1,m_1A01,cgly,1
f6p,B3R10,1,B3R10,co2,1
f6p,B3R10,1,m_1A01,co2,-1
f6p,B3R10,1,B3R10,etoh,1
f6p,B3R10,1,m_1A01,etoh,-1
f6p,B3R10,1,m_1A01,f6p,-1
f6p,B3R10,1,B3R10,glu__L,-1
f6p,B3R10,1,m_1A01,glu__L,1
f6p,B3R10,1,B3R10,gly,-1
f6p,B3R10,1,m_1A01,gly,1
f6p,B3R10,1,B3R10,glyc3p,-1
f6p,B3R10,1,m_1A01,glyc3p,1
f6p,B3R10,1,B3R10,gthrd,1
f6p,B3R10,1,m_1A01,gthrd,-1
f6p,B3R10,1,B3R10,h2s,-1
f6p,B3R10,1,m_1A01,h2s,1
f6p,B3R10,1,B3R10,ile__L,-1
f6p,B3R10,1,m_1A01,ile__L,1
f6p,B3R10,1,B3R10,lys__L,-1
f6p,B3R10,1,m_1A01,lys__L,1
f6p,B3R10,1,B3R10,pro__L,-1
f6p,B3R10,1,m_1A01,pro__L,1
f6p,B3R10,1,B3R10,pyr,-1
f6p,B3R10,1,m_1A01,pyr,1
f6p,B3R10,1,B3R10,ser__D,1
f6p,B3R10,1,m_1A01,ser__D,-1
f6p,B3R10,1,B3R10,thr__L,-1
f6p,B3R10,1,m_1A01,thr__L,1
f6p,B3R10,2,B3R10,ac,1
f6p,B3R10,2,m_3C02,ac,-1
f6p,B3R10,2,B3R10,acald,-1
f6p,B3R10,2,m_3C02,acald,1
f6p,B3R10,2,B3R10,ala__D,1
f6p,B3R10,2,m_3C02,ala__D,-1
f6p,B3R10,2,B3R10,ala__L,-1
f6p,B3R10,2,m_3C02,ala__L,1
f6p,B3R10,2,B3R10,arg__L,-1
f6p,B3R10,2,m_3C02,arg__L,1
f6p,B3R10,2,B3R10,asp__L,-1
f6p,B3R10,2,m_3C02,asp__L,1
f6p,B3R10,2,B3R10,cgly,-1
f6p,B3R10,2,m_3C02,cgly,1
f6p,B3R10,2,B3R10,co2,1
f6p,B3R10,2,m_3C02,co2,-1
f6p,B3R10,2,B3R10,etoh,1
f6p,B3R10,2,m_3C02,etoh,-1
f6p,B3R10,2,m_3C02,f6p,-1
f6p,B3R10,2,B3R10,glu__L,-1
f6p,B3R10,2,m_3C02,glu__L,1
f6p,B3R10,2,B3R10,gly,-1
f6p,B3R10,2,m_3C02,gly,1
f6p,B3R10,2,B3R10,glyc3p,-1
f6p,B3R10,2,m_3C02,glyc3p,1
f6p,B3R10,2,B3R10,gthrd,1
f6p,B3R10,2,m_3C02,gthrd,-1
f6p,B3R10,2,B3R10,h2s,-1
f6p,B3R10,2,m_3C02,h2s,1
f6p,B3R10,2,B3R10,lys__L,-1
f6p,B3R10,2,m_3C02,lys__L,1
f6p,B3R10,2,B3R10,pro__L,-1
f6p,B3R10,2,m_3C02,pro__L,1
f6p,B3R10,2,B3R10,pyr,-1
f6p,B3R10,2,m_3C02,pyr,1
f6p,B3R10,2,B3R10,ser__D,1
f6p,B3R10,2,m_3C02,ser__D,-1
f6p,B3R10,2,B3R10,thr__L,-1
f6p,B3R10,2,m_3C02,thr__L,1
f6p,B3R10,3,B3R10,ac,1
f6p,B3R10,3,G2R10,ac,-1
f6p,B3R10,3,B3R10,acald,-1
f6p,B3R10,3,G2R10,acald,1
f6p,B3R10,3,B3R10,ala__D,-1
f6p,B3R10,3,G2R10,ala__D,1
f6p,B3R10,3,B3R10,ala__L,1
f6p,B3R10,3,G2R10,ala__L,-1
f6p,B3R10,3,B3R10,arg__L,-1
f6p,B3R10,3,G2R10,arg__L,1
f6p,B3R10,3,B3R10,asp__L,-1
f6p,B3R10,3,G2R10,asp__L,1
f6p,B3R10,3,B3R10,cgly,-1
f6p,B3R10,3,G2R10,cgly,1
f6p,B3R10,3,B3R10,co2,1
f6p,B3R10,3,G2R10,co2,1
f6p,B3R10,3,B3R10,etoh,1
f6p,B3R10,3,G2R10,etoh,-1
f6p,B3R10,3,G2R10,f6p,-1
f6p,B3R10,3,B3R10,glu__L,-1
f6p,B3R10,3,G2R10,glu__L,1
f6p,B3R10,3,B3R10,gly,1
f6p,B3R10,3,G2R10,gly,-1
f6p,B3R10,3,B3R10,glyc3p,-1
f6p,B3R10,3,G2R10,glyc3p,1
f6p,B3R10,3,B3R10,gthrd,1
f6p,B3R10,3,G2R10,gthrd,-1
f6p,B3R10,3,B3R10,h2s,-1
f6p,B3R10,3,G2R10,h2s,1
f6p,B3R10,3,B3R10,lys__L,-1
f6p,B3R10,3,G2R10,lys__L,1
f6p,B3R10,3,B3R10,pro__L,-1
f6p,B3R10,3,G2R10,pro__L,1
f6p,B3R10,3,B3R10,pyr,1
f6p,B3R10,3,G2R10,pyr,-1
f6p,B3R10,3,B3R10,ser__D,-1
f6p,B3R10,3,G2R10,ser__D,1
f6p,B3R10,3,B3R10,thr__L,-1
f6p,B3R10,3,G2R10,thr__L,1
f6p,B3R10,4,B3R10,ac,1
f6p,B3R10,4,C3R12,ac,-1
f6p,B3R10,4,B3R10,acald,-1
f6p,B3R10,4,C3R12,acald,1
f6p,B3R10,4,B3R10,ala__D,-1
f6p,B3R10,4,C3R12,ala__D,1
f6p,B3R10,4,B3R10,ala__L,1
f6p,B3R10,4,C3R12,ala__L,-1
f6p,B3R10,4,B3R10,arg__L,-1
f6p,B3R10,4,C3R12,arg__L,1
f6p,B3R10,4,B3R10,asp__L,-1
f6p,B3R10,4,C3R12,asp__L,1
f6p,B3R10,4,B3R10,co2,1
f6p,B3R10,4,C3R12,co2,1
f6p,B3R10,4,B3R10,etoh,1
f6p,B3R10,4,C3R12,etoh,-1
f6p,B3R10,4,C3R12,f6p,-1
f6p,B3R10,4,B3R10,glu__L,1
f6p,B3R10,4,C3R12,glu__L,-1
f6p,B3R10,4,B3R10,gly,-1
f6p,B3R10,4,C3R12,gly,1
f6p,B3R10,4,B3R10,h2s,1
f6p,B3R10,4,C3R12,h2s,-1
f6p,B3R10,4,B3R10,pro__L,1
f6p,B3R10,4,C3R12,pro__L,-1
f6p,B3R10,4,B3R10,pyr,-1
f6p,B3R10,4,C3R12,pyr,1
f6p,B3R10,4,B3R10,thr__L,1
f6p,B3R10,4,C3R12,thr__L,-1
f6p,C1M14,1,C1M14,ac,1
f6p,C1M14,1,G2R10,ac,-1
f6p,C1M14,1,C1M14,acald,-1
f6p,C1M14,1,G2R10,acald,1
f6p,C1M14,1,C1M14,ade,-1
f6p,C1M14,1,G2R10,ade,1
f6p,C1M14,1,C1M14,ala__D,-1
f6p,C1M14,1,G2R10,ala__D,1
f6p,C1M14,1,C1M14,ala__L,1
f6p,C1M14,1,G2R10,ala__L,-1
f6p,C1M14,1,C1M14,arg__L,-1
f6p,C1M14,1,G2R10,arg__L,1
f6p,C1M14,1,C1M14,asp__L,1
f6p,C1M14,1,G2R10,asp__L,-1
f6p,C1M14,1,C1M14,co2,1
f6p,C1M14,1,G2R10,co2,1
f6p,C1M14,1,C1M14,etoh,1
f6p,C1M14,1,G2R10,etoh,-1
f6p,C1M14,1,G2R10,f6p,-1
f6p,C1M14,1,C1M14,glu__L,-1
f6p,C1M14,1,G2R10,glu__L,1
f6p,C1M14,1,C1M14,h2s,1
f6p,C1M14,1,G2R10,h2s,-1
f6p,C1M14,1,C1M14,lac__D,-1
f6p,C1M14,1,G2R10,lac__D,1
f6p,C1M14,1,C1M14,mal__L,-1
f6p,C1M14,1,G2R10,mal__L,1
f6p,C1M14,1,C1M14,pro__L,1
f6p,C1M14,1,G2R10,pro__L,-1
f6p,C1M14,1,C1M14,pyr,1
f6p,C1M14,1,G2R10,pyr,-1
f6p,C1M14,1,C1M14,ser__L,-1
f6p,C1M14,1,G2R10,ser__L,1
f6p,C1M14,1,C1M14,thr__L,-1
f6p,C1M14,1,G2R10,thr__L,1
f6p,C1M14,2,C1M14,ac,1
f6p,C1M14,2,m_3C02,ac,-1
f6p,C1M14,2,C1M14,acald,1
f6p,C1M14,2,m_3C02,acald,-1
f6p,C1M14,2,C1M14,ade,-1
f6p,C1M14,2,m_3C02,ade,1
f6p,C1M14,2,C1M14,ala__D,1
f6p,C1M14,2,m_3C02,ala__D,-1
f6p,C1M14,2,C1M14,ala__L,-1
f6p,C1M14,2,m_3C02,ala__L,1
f6p,C1M14,2,C1M14,arg__L,-1
f6p,C1M14,2,m_3C02,arg__L,1
f6p,C1M14,2,C1M14,asp__L,-1
f6p,C1M14,2,m_3C02,asp__L,1
f6p,C1M14,2,C1M14,co2,1
f6p,C1M14,2,m_3C02,co2,1
f6p,C1M14,2,C1M14,etoh,-1
f6p,C1M14,2,m_3C02,etoh,1
f6p,C1M14,2,m_3C02,f6p,-1
f6p,C1M14,2,C1M14,glu__L,-1
f6p,C1M14,2,m_3C02,glu__L,1
f6p,C1M14,2,C1M14,gly,-1
f6p,C1M14,2,m_3C02,gly,1
f6p,C1M14,2,C1M14,h2s,-1
f6p,C1M14,2,m_3C02,h2s,1
f6p,C1M14,2,C1M14,lac__D,1
f6p,C1M14,2,m_3C02,lac__D,-1
f6p,C1M14,2,C1M14,leu__L,-1
f6p,C1M14,2,m_3C02,leu__L,1
f6p,C1M14,2,C1M14,lys__L,-1
f6p,C1M14,2,m_3C02,lys__L,1
f6p,C1M14,2,C1M14,pro__L,-1
f6p,C1M14,2,m_3C02,pro__L,1
f6p,C1M14,2,C1M14,pyr,-1
f6p,C1M14,2,m_3C02,pyr,1
f6p,C1M14,2,C1M14,thr__L,-1
f6p,C1M14,2,m_3C02,thr__L,1
f6p,C1M14,3,C1M14,ac,1
f6p,C1M14,3,m_1A01,ac,-1
f6p,C1M14,3,C1M14,acald,-1
f6p,C1M14,3,m_1A01,acald,1
f6p,C1M14,3,C1M14,ala__D,-1
f6p,C1M14,3,m_1A01,ala__D,1
f6p,C1M14,3,C1M14,ala__L,1
f6p,C1M14,3,m_1A01,ala__L,-1
f6p,C1M14,3,C1M14,arg__L,-1
f6p,C1M14,3,m_1A01,arg__L,1
f6p,C1M14,3,C1M14,asp__L,-1
f6p,C1M14,3,m_1A01,asp__L,1
f6p,C1M14,3,C1M14,co2,1
f6p,C1M14,3,m_1A01,co2,-1
f6p,C1M14,3,C1M14,etoh,-1
f6p,C1M14,3,m_1A01,etoh,1
f6p,C1M14,3,m_1A01,f6p,-1
f6p,C1M14,3,C1M14,glu__L,1
f6p,C1M14,3,m_1A01,glu__L,-1
f6p,C1M14,3,C1M14,gly,1
f6p,C1M14,3,m_1A01,gly,-1
f6p,C1M14,3,C1M14,gua,1
f6p,C1M14,3,m_1A01,gua,-1
f6p,C1M14,3,C1M14,h2s,-1
f6p,C1M14,3,m_1A01,h2s,1
f6p,C1M14,3,C1M14,lac__D,1
f6p,C1M14,3,m_1A01,lac__D,-1
f6p,C1M14,3,C1M14,leu__L,-1
f6p,C1M14,3,m_1A01,leu__L,1
f6p,C1M14,3,C1M14,pro__L,-1
f6p,C1M14,3,m_1A01,pro__L,1
f6p,C1M14,3,C1M14,pyr,-1
f6p,C1M14,3,m_1A01,pyr,1
f6p,C1M14,3,C1M14,ser__L,-1
f6p,C1M14,3,m_1A01,ser__L,1
f6p,C1M14,3,C1M14,val__L,-1
f6p,C1M14,3,m_1A01,val__L,1
f6p,C1M14,4,C1M14,ac,-1
f6p,C1M14,4,C3R12,ac,1
f6p,C1M14,4,C1M14,acald,1
f6p,C1M14,4,C3R12,acald,-1
f6p,C1M14,4,C1M14,ala__D,1
f6p,C1M14,4,C3R12,ala__D,-1
f6p,C1M14,4,C1M14,ala__L,-1
f6p,C1M14,4,C3R12,ala__L,1
f6p,C1M14,4,C1M14,arg__L,-1
f6p,C1M14,4,C3R12,arg__L,1
f6p,C1M14,4,C1M14,asp__L,1
f6p,C1M14,4,C3R12,asp__L,-1
f6p,C1M14,4,C1M14,co2,-1
f6p,C1M14,4,C3R12,co2,1
f6p,C1M14,4,C1M14,etoh,-1
f6p,C1M14,4,C3R12,etoh,1
f6p,C1M14,4,C3R12,f6p,-1
f6p,C1M14,4,C1M14,glu__L,-1
f6p,C1M14,4,C3R12,glu__L,1
f6p,C1M14,4,C1M14,gly,1
f6p,C1M14,4,C3R12,gly,-1
f6p,C1M14,4,C1M14,h2s,1
f6p,C1M14,4,C3R12,h2s,-1
f6p,C1M14,4,C1M14,pro__L,-1
f6p,C1M14,4,C3R12,pro__L,1
f6p,C1M14,4,C1M14,pyr,-1
f6p,C1M14,4,C3R12,pyr,1
f6p,C1M14,4,C1M14,ser__L,-1
f6p,C1M14,4,C3R12,ser__L,1
f6p,C1M14,4,C1M14,thr__L,-1
f6p,C1M14,4,C3R12,thr__L,1
f6p,C1R06,1,C1R06,ac,-1
f6p,C1R06,1,C3R12,ac,1
f6p,C1R06,1,C1R06,acald,-1
f6p,C1R06,1,C3R12,acald,1
f6p,C1R06,1,C1R06,ala__D,1
f6p,C1R06,1,C3R12,ala__D,-1
f6p,C1R06,1,C1R06,ala__L,-1
f6p,C1R06,1,C3R12,ala__L,1
f6p,C1R06,1,C1R06,arg__L,-1
f6p,C1R06,1,C3R12,arg__L,1
f6p,C1R06,1,C1R06,asp__L,1
f6p,C1R06,1,C3R12,asp__L,-1
f6p,C1R06,1,C1R06,co2,-1
f6p,C1R06,1,C3R12,co2,1
f6p,C1R06,1,C1R06,etoh,1
f6p,C1R06,1,C3R12,etoh,-1
f6p,C1R06,1,C3R12,f6p,-1
f6p,C1R06,1,C1R06,fum,-1
f6p,C1R06,1,C3R12,fum,1
f6p,C1R06,1,C1R06,glu__L,1
f6p,C1R06,1,C3R12,glu__L,-1
f6p,C1R06,1,C1R06,gly,1
f6p,C1R06,1,C3R12,gly,-1
f6p,C1R06,1,C1R06,glyc,-1
f6p,C1R06,1,C3R12,glyc,1
f6p,C1R06,1,C1R06,h2s,1
f6p,C1R06,1,C3R12,h2s,-1
f6p,C1R06,1,C1R06,ile__L,-1
f6p,C1R06,1,C3R12,ile__L,1
f6p,C1R06,1,C1R06,leu__L,1
f6p,C1R06,1,C3R12,leu__L,-1
f6p,C1R06,1,C1R06,lys__L,-1
f6p,C1R06,1,C3R12,lys__L,1
f6p,C1R06,1,C1R06,mal__L,-1
f6p,C1R06,1,C3R12,mal__L,1
f6p,C1R06,1,C1R06,orn,1
f6p,C1R06,1,C3R12,orn,-1
f6p,C1R06,1,C1R06,pro__L,-1
f6p,C1R06,1,C3R12,pro__L,1
f6p,C1R06,1,C1R06,pyr,1
f6p,C1R06,1,C3R12,pyr,-1
f6p,C1R06,1,C1R06,succ,1
f6p,C1R06,1,C3R12,succ,-1
f6p,C1R06,1,C1R06,ura,-1
f6p,C1R06,1,C3R12,ura,1
f6p,C1R06,1,C1R06,val__L,-1
f6p,C1R06,1,C3R12,val__L,1
f6p,C1R06,2,C1R06,ac,1
f6p,C1R06,2,m_3C02,ac,-1
f6p,C1R06,2,C1R06,acald,-1
f6p,C1R06,2,m_3C02,acald,1
f6p,C1R06,2,C1R06,ala__D,1
f6p,C1R06,2,m_3C02,ala__D,-1
f6p,C1R06,2,C1R06,ala__L,-1
f6p,C1R06,2,m_3C02,ala__L,1
f6p,C1R06,2,C1R06,arg__L,-1
f6p,C1R06,2,m_3C02,arg__L,1
f6p,C1R06,2,C1R06,asp__L,1
f6p,C1R06,2,m_3C02,asp__L,-1
f6p,C1R06,2,C1R06,co2,1
f6p,C1R06,2,m_3C02,co2,-1
f6p,C1R06,2,C1R06,etoh,1
f6p,C1R06,2,m_3C02,etoh,-1
f6p,C1R06,2,m_3C02,f6p,-1
f6p,C1R06,2,C1R06,fum,1
f6p,C1R06,2,m_3C02,fum,-1
f6p,C1R06,2,C1R06,glu__L,1
f6p,C1R06,2,m_3C02,glu__L,-1
f6p,C1R06,2,C1R06,gly,-1
f6p,C1R06,2,m_3C02,gly,1
f6p,C1R06,2,C1R06,h2s,1
f6p,C1R06,2,m_3C02,h2s,-1
f6p,C1R06,2,C1R06,ile__L,1
f6p,C1R06,2,m_3C02,ile__L,-1
f6p,C1R06,2,C1R06,leu__L,-1
f6p,C1R06,2,m_3C02,leu__L,1
f6p,C1R06,2,C1R06,lys__L,-1
f6p,C1R06,2,m_3C02,lys__L,1
f6p,C1R06,2,C1R06,mal__L,-1
f6p,C1R06,2,m_3C02,mal__L,1
f6p,C1R06,2,C1R06,orn,1
f6p,C1R06,2,m_3C02,orn,-1
f6p,C1R06,2,C1R06,pro__L,1
f6p,C1R06,2,m_3C02,pro__L,-1
f6p,C1R06,2,C1R06,pyr,-1
f6p,C1R06,2,m_3C02,pyr,1
f6p,C1R06,2,C1R06,ser__D,1
f6p,C1R06,2,m_3C02,ser__D,-1
